Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      B'    100      0    2100     2000      446435
  2      B'     80      0    2180     2000        989
  3      B'    110      0    2290     2000        660
  4      B'    120      0    2410     2000        490
  5      B'     90      0    2500     2000        258
  6      B'    100      0    2600     2000        530
  7      C'     50      0    2650     2000        726
  8      B'     90      0    2740     2000        391
  9      C'     60      0    2800     2000        753
 10      B'    120      0    2920     2000        341
 11      B'    110  -1250    1780     2000       2055
 12      B'     80      0    1860     2000       1098
 13      B'    110      0    1970     2000        703
 14      B'    100      0    2070     2000        319
 15      B'     90      0    2160     2000        331
 16      B'    130  -1500     790     2000        276
 17      B'    120      0     910     2000        746
 18      B'    130      0    1040     2000        939
 19      B'    110      0    1150     2000        669
 20      D'     50      0    1200     2000        765
 21      D'     40      0    1240     2000       1037
 22      A'    100      0    1340     2000       1135
 23      A'    120      0    1460     2000       2057
 24      D'     45      0    1505     2000        750
 25      B'     90      0    1595     2000       3353
 26      D'     45      0    1640     2000        559
 27      D'     55      0    1695     2000       1418
 28      D'     60      0    1755     2000        898
 29      C'     40    -50    1745     2000        664
 30      B'    100      0    1845     2000        875
 31      B'    120      0    1965     2000       1342
 32      B'    120  -1750     335     2000        488
 33      B'    110      0     445     2000        466
 34      B'    140      0     585     2000       1524
 35      C'     55      0     640     2000        286
 36      C'     55    -50     645     2000        304
 37      B'    130      0     775     2000        341
 38      A'     80   -150     705     2000        562
 39      A'     90      0     795     2000        306
 40      A'    110   -300     605     2000        408
 41      A'    100      0     705     2000        662
 42      B'    100      0     805     2000        345
 43      C'     45      0     850     2000        284
 44      D'     40      0     890     2000        326
 45      C'     50    -50     890     2000        502
 46      B'    110      0    1000     2000        291
 47      A'     80   -200     880     2000        322
 48      A'    120      0    1000     2000        330
 49      C'     45      0    1045     2000        341
 50      C'     60    -50    1055     2000        303
 51      B'    120      0    1175     2000        284
 52      D'     55      0    1230     2000        313
 53      D'     50      0    1280     2000        263
 54      D'     60   -250    1090     2000        578
 55      B'    120      0    1210     2000        977
 56      C'     40    -50    1200     2000        353
 57      A'    110   -250    1060     2000        264
 58      A'     90   -350     800     2000        898
 59      B'    140      0     940     2000        422
 60      C'     55      0     995     2000        583
 61      B'    110      0    1105     2000        282
 62      C'     55    -25    1135     2000        360
 63      C'     65    -75    1125     2000        357
 64      C'     45      0    1170     2000        240
 65      B'    130      0    1300     2000        604
 66      C'     70    -25    1345     2000        908
 67      C'     40      0    1385     2000        315
 68      C'     50    -25    1410     2000        383
 69      C'     60    -75    1395     2000        620
 70      B'    140  -2000    -465     2000        391
 71      C'     70      0    1605     4000       1485
 72      C'     40    -50    1595     4000       1057
 73      A'    110      0    1705     4000        504
 74      C'     60      0    1765     4000        428
 75      C'     65    -25    1805     4000        368
 76      C'     55      0    1860     4000        490
 77      C'     80    -50    1890     4000        270
 78      C'     40    -25    1905     4000        373
 79      A'    130   -350    1685     4000        304
 80      A'     90      0    1775     4000        352
 81      B'    120      0    1895     4000        409
 82      C'     60    -50    1905     4000        321
 83      C'     55      0    1960     4000        259
 84      C'     65    -25    2000     4000        319
 85      C'     40    -75    1965     4000        221
 86      A'    100   -250    1815     4000        249
 87      C'     80    -50    1845     4000        263
 88      A'    120   -200    1765     4000       1197
 89      A'    110      0    1875     4000        724
 90      C'     65    -25    1915     4000        358
 91      C'     75      0    1990     4000        659
 92      C'     55    -25    2020     4000         18
 93      D'     55      0    2075     4000        804
 94      C'     60    -25    2110     4000        427
 95      C'     70    -25    2155     4000        380
 96      C'     65      0    2220     4000       2932
 97      C'     55    -75    2200     4000       1963
 98      A'     90   -300    1990     4000        494
 99      A'    130   -150    1970     4000        286
 100      A'    120   -250    1840     4000        371
