Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      C'     50      0    2050     2000      285926
  2      C'     60      0    2110     2000       1209
  3      C'     40    -50    2100     2000        971
  4      C'     55      0    2155     2000        777
  5      C'     55    -50    2160     2000       9707
  6      C'     45      0    2205     2000        887
  7      B'    100      0    2305     2000        714
  8      D'     50      0    2355     2000       1029
  9      B'     80      0    2435     2000        746
 10      A'    100      0    2535     2000        491
 11      A'    120      0    2655     2000        423
 12      A'     80   -150    2585     2000        908
 13      B'    110      0    2695     2000        457
 14      D'     40      0    2735     2000        570
 15      B'    120      0    2855     2000        338
 16      B'     90      0    2945     2000        693
 17      B'    100      0    3045     2000        407
 18      B'     90      0    3135     2000        367
 19      B'    120      0    3255     2000        398
 20      B'    110  -1250    2115     2000        540
 21      B'     80      0    2195     2000        886
 22      A'     90      0    2285     2000        405
 23      A'    110   -300    2095     2000        400
 24      C'     50    -50    2095     2000        393
 25      C'     45      0    2140     2000        347
 26      C'     60    -50    2150     2000        389
 27      C'     40    -50    2140     2000        365
 28      D'     45      0    2185     2000        415
 29      B'    110      0    2295     2000        369
 30      B'    100      0    2395     2000        936
 31      B'     90      0    2485     2000        780
 32      B'    130  -1500    1115     2000       1306
 33      C'     55      0    1170     2000        195
 34      B'    120      0    1290     2000        813
 35      B'    130      0    1420     2000        786
 36      C'     55    -25    1450     2000        603
 37      C'     65    -75    1440     2000        465
 38      C'     45      0    1485     2000        307
 39      C'     70    -25    1530     2000        368
 40      C'     40      0    1570     2000       1522
 41      C'     50    -25    1595     2000       1458
 42      C'     60    -75    1580     2000        810
 43      C'     70      0    1650     2000       1191
 44      C'     40    -50    1640     2000        944
 45      C'     60      0    1700     2000        505
 46      C'     65    -25    1740     2000        490
 47      C'     55      0    1795     2000        401
 48      C'     80    -50    1825     2000        791
 49      C'     40    -25    1840     2000       1393
 50      C'     60    -50    1850     2000        788
 51      C'     55      0    1905     2000        775
 52      C'     65    -25    1945     2000        441
 53      C'     40    -75    1910     2000       1179
 54      C'     80    -50    1940     2000        435
 55      C'     65    -25    1980     2000        360
 56      C'     75      0    2055     2000        365
 57      C'     55    -25    2085     2000        396
 58      C'     60    -25    2120     2000        394
 59      C'     70    -25    2165     2000        468
 60      C'     65      0    2230     2000       1282
 61      C'     55    -75    2210     2000       1112
 62      C'     75    -25    2260     2000        407
 63      C'     45    -50    2255     2000        420
 64      C'     85    -75    2265     2000        881
 65      C'     70    -25    2310     2000        377
 66      C'     80      0    2390     2000        535
 67      C'     60    -25    2425     2000        936
 68      C'     65    -25    2465     2000       1029
 69      C'     75    -25    2515     2000       1090
 70      C'     70    -25    2560     2000        411
 71      C'     60    -75    2545     2000        489
 72      C'     80    -25    2600     2000        907
 73      C'     50    -50    2600     2000        400
 74      C'     90    -75    2615     2000        415
 75      C'     75    -25    2665     2000       1250
 76      C'     85    -25    2725     2000        635
 77      C'     65    -25    2765     2000       1683
 78      C'     70    -25    2810     2000        778
 79      C'     80    -25    2865     2000        705
 80      C'     75    -25    2915     2000        604
 81      C'     65    -75    2905     2000        407
 82      C'     85    -25    2965     2000        913
 83      C'     55    -50    2970     2000        692
 84      C'     95    -75    2990     2000       1463
 85      D'     45      0    3035     2000       4395
 86      D'     55      0    3090     2000        389
 87      D'     60      0    3150     2000       1284
 88      D'     40      0    3190     2000       1201
 89      D'     55      0    3245     2000        642
 90      D'     50      0    3295     2000        369
 91      D'     60   -250    3105     2000       1438
 92      D'     55      0    3160     2000       2138
 93      D'     40      0    3200     2000        440
 94      D'     60      0    3260     2000        428
 95      D'     40      0    3300     2000       2842
 96      D'     45      0    3345     2000        476
 97      D'     55      0    3400     2000        385
 98      D'     65      0    3465     2000        386
 99      D'     70      0    3535     2000        267
 100      D'     50      0    3585     2000        498
