Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      Q'    600      0    2600     2000      354557
  2      R'    150      0    2750     2000        827
  3      S'    150      0    2900     2000        679
  4      T'    600      0    3500     2000        969
  5      T'    480      0    3980     2000        676
  6      S'    180      0    4160     2000        741
  7      R'    480   -750    3890     2000        804
  8      Q'    180   -550    3520     2000        880
  9      Q'    120      0    3640     2000        748
 10      R'    120      0    3760     2000       1023
 11      S'    660      0    4420     2000        685
 12      T'    120      0    4540     2000       1137
 13      R'    720   -950    4310     2000        652
 14      R'    165      0    4475     2000        872
 15      S'    720      0    5195     2000       1371
 16      T'    135      0    5330     2000       1639
 17      R'    600      0    5930     2000        955
 18      R'    120   -950    5100     2000       1494
 19      S'    540      0    5640     2000       1539
 20      T'    540      0    6180     2000       1220
 21      Q'    720   -650    6250     2000       3807
 22      Q'    165      0    6415     2000       1440
 23      Q'    600      0    7015     2000       2154
 24      Q'    120   -530    6605     2000       4723
 25      Q'    180      0    6785     2000        813
 26      Q'    165   -800    6150     2000       1421
 27      S'    150  -2355    3945     2000       1156
 28      T'    150  -1495    2600     2000        785
 29      Q'    480   -550    2530     2000        924
 30      Q'    165      0    2695     2000       1411
 31      R'    720      0    3415     2000       1012
 32      S'    540      0    3955     2000       1633
 33      T'    540      0    4495     2000       1682
 34      Q'    600   -450    4645     2000       1183
 35      Q'    135      0    4780     2000       2340
 36      R'    660   -825    4615     2000       1005
 37      R'    480   -990    4105     2000       1529
 38      Q'    150   -500    3755     2000        864
 39      S'    720      0    4475     2000       1228
 40      S'    660      0    5135     2000        646
 41      S'    135  -2350    2920     2000       1650
 42      T'    180      0    3100     2000        749
 43      T'    165      0    3265     2000        970
 44      T'    135  -1300    2100     2000       2743
 45      T'    660      0    2760     2000       1314
 46      Q'    720   -600    2880     2000        962
 47      Q'    165      0    3045     2000        965
 48      R'    165      0    3210     2000       2805
 49      S'    660      0    3870     2000       1303
 50      Q'    135   -450    3555     2000       5363
 51      Q'    540   -550    3545     2000        386
 52      Q'    600   -545    3600     2000       1080
 53      Q'    150      0    3750     2000       4667
 54      R'    600   -600    3750     2000        861
 55      R'    135      0    3885     2000       4525
 56      Q'    180   -550    3515     2000       1260
 57      Q'    660   -450    3725     2000       4633
 58      Q'    165      0    3890     2000       6300
 59      S'    195      0    4085     2000        788
 60      T'    195      0    4280     2000       1720
 61      Q'    780   -400    4660     2000        908
 62      T'    540      0    5200     2000       1051
 63      Q'    150      0    5350     2000        904
 64      T'    150      0    5500     2000       2527
 65      Q'    660   -650    5510     2000       1346
 66      Q'    195   -470    5235     2000       4859
 67      Q'    720   -725    5230     2000       1629
 68      R'    780   -650    5360     2000        325
 69      Q'    210   -375    5195     2000       2733
 70      Q'    180      0    5375     2000       2318
 71      S'    135      0    5510     2000       1113
 72      Q'    195   -600    5105     2000       4190
 73      Q'    840   -450    5495     2000        792
 74      Q'    210   -245    5460     2000       4651
 75      R'    180   -945    4695     2000        574
 76      R'    780      0    5475     2000       1101
 77      R'    135   -650    4960     2000       1282
 78      Q'    195   -475    4680     2000       5858
 79      Q'    165      0    4845     2000       8161
 80      R'    540   -600    4785     2000        332
 81      S'    150      0    4935     2000       6941
 82      Q'    900   -650    5185     2000       5552
 83      R'    600  -1490    4295     2000        359
 84      Q'    210   -650    3855     2000       6733
 85      Q'    900   -745    4010     2000       8049
 86      Q'    225   -570    3665     2000       7951
 87      Q'    840      0    4505     2000       6949
 88      R'    720      0    5225     2000       6925
 89      T'    720  -1600    4345     2000       1478
 90      T'    165      0    4510     2000       1172
 91      Q'    210   -550    4170     2000       9729
 92      R'    720   -600    4290     2000        401
 93      S'    180  -2600    1870     2000       2639
 94      Q'    195   -650    1415     2000        747
 95      Q'    780   -245    1950     2000       4421
 96      R'    210   -625    1535     2000        799
 97      Q'    210   -460    1285     2000        781
 98      Q'    840   -385    1740     2000       8687
 99      S'    780      0    2520     2000        370
 100      T'    660      0    3180     2000        666
