Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      C'     50      0    2050     2000      411042
  2      C'     60      0    2110     2000       1164
  3      C'     40    -50    2100     2000       5079
  4      C'     55      0    2155     2000        667
  5      C'     55    -50    2160     2000       1421
  6      C'     45      0    2205     2000        850
  7      C'     50    -50    2205     2000       1204
  8      C'     45      0    2250     2000        603
  9      B'    100      0    2350     2000        892
 10      C'     60    -50    2360     2000        974
 11      B'     80      0    2440     2000       1709
 12      C'     40    -50    2430     2000        690
 13      B'    110      0    2540     2000        790
 14      D'     50      0    2590     2000        976
 15      B'    120      0    2710     2000        851
 16      A'    100      0    2810     2000       1194
 17      D'     40      0    2850     2000        929
 18      B'     90      0    2940     2000        788
 19      A'    120      0    3060     2000        908
 20      A'     80   -150    2990     2000       1535
 21      B'    100      0    3090     2000        659
 22      A'     90      0    3180     2000        853
 23      D'     45      0    3225     2000        832
 24      C'     55      0    3280     2000        983
 25      D'     45      0    3325     2000       1861
 26      B'     90      0    3415     2000       1655
 27      D'     55      0    3470     2000        722
 28      C'     55    -25    3500     2000        800
 29      C'     65    -75    3490     2000        886
 30      B'    120      0    3610     2000        759
 31      D'     60      0    3670     2000       1339
 32      B'    110  -1250    2530     2000        789
 33      D'     40      0    2570     2000        721
 34      B'     80      0    2650     2000        623
 35      D'     55      0    2705     2000        634
 36      C'     45      0    2750     2000       1018
 37      A'    110   -300    2560     2000        679
 38      A'    100      0    2660     2000       1617
 39      B'    110      0    2770     2000        997
 40      D'     50      0    2820     2000        596
 41      D'     60   -250    2630     2000       1336
 42      C'     70    -25    2675     2000       1048
 43      B'    100      0    2775     2000        696
 44      D'     55      0    2830     2000        844
 45      C'     40      0    2870     2000        769
 46      B'     90      0    2960     2000        656
 47      D'     40      0    3000     2000       1747
 48      C'     50    -25    3025     2000        797
 49      A'     80   -200    2905     2000       1611
 50      B'    130  -1500    1535     2000        879
 51      C'     60    -75    1520     2000        644
 52      D'     60      0    1580     2000       1017
 53      A'    120      0    1700     2000        722
 54      B'    120      0    1820     2000        717
 55      A'    110   -250    1680     2000        747
 56      B'    130      0    1810     2000        503
 57      D'     40      0    1850     2000        637
 58      B'    110      0    1960     2000       2010
 59      D'     45      0    2005     2000        708
 60      D'     55      0    2060     2000       1586
 61      C'     70      0    2130     2000       1576
 62      B'     90      0    2220 
