Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      L'    250      0    2250     2000      184674
  2      L'    220      0    2470     2000        766
  3      N'    100      0    2570     2000        966
  4      K'    100      0    2670     2000       2275
  5      M'    250      0    2920     2000       1295
  6      N'    117      0    3037     2000        593
  7      N'    265   -235    3067     2000       1753
  8      N'    280      0    3347     2000        866
  9      N'    235   -250    3332     2000       2350
 10      N'     90      0    3422     2000       2121
 11      N'    235   -755    2902     2000        912
 12      L'     80      0    2982     2000        534
 13      L'    280      0    3262     2000       4530
 14      K'    120   -250    3132     2000       5735
 15      K'    265      0    3397     2000       1785
 16      L'    110      0    3507     2000       1261
 17      L'    250  -1025    2732     2000        446
 18      M'    220      0    2952     2000       2473
 19      M'    265      0    3217     2000       1101
 20      K'     55   -200    3072     2000       1768
 21      K'    235      0    3307     2000        496
 22      K'    100      0    3407     2000       1066
 23      K'    235   -250    3392     2000        880
 24      K'    120      0    3512     2000        780
 25      K'    110   -300    3322     2000        982
 26      K'     60   -150    3232     2000        601
 27      K'    265      0    3497     2000        356
 28      K'     50   -180    3367     2000       2229
 29      M'    108      0    3475     2000       1099
 30      K'    285      0    3760     2000       1065
 31      M'    108      0    3868     2000       2380
 32      M'    250   -923    3195     2000       1606
 33      K'     50   -100    3145     2000        777
 34      K'    120   -170    3095     2000        499
 35      K'     70      0    3165     2000        584
 36      N'    280      0    3445     2000       1048
 37      K'    265   -165    3545     2000        513
 38      K'     50   -185    3410     2000        553
 39      K'     50   -190    3270     2000        661
 40      N'    265   -515    3020     2000        510
 41      N'    220   -582    2658     2000       1046
 42      K'     55      0    2713     2000        493
 43      K'     50   -225    2538     2000        813
 44      M'    235      0    2773     2000        539
 45      K'    310   -310    2773     2000        878
 46      K'    110      0    2883     2000        645
 47      K'    295   -200    2978     2000       2238
 48      K'     75      0    3053     2000        670
 49      L'     80      0    3133     2000       2264
 50      K'    120   -180    3073     2000       1618
 51      K'    130   -175    3028     2000       3404
 52      N'    108      0    3136     2000        844
 53      K'    110    -50    3196     2000        685
 54      K'    350   -180    3366     2000       1687
 55      K'     60      0    3426     2000       5076
 56      K'    130   -200    3356     2000       5811
 57      N'    108   -285    3179     2000       1181
 58      M'     90      0    3269     2000       1815
 59      K'    310   -275    3304     2000       1762
 60      K'    345   -365    3284     2000        590
 61      K'    130   -210    3204     2000       2494
 62      N'    125   -550    2779     2000        716
 63      K'    150   -160    2769     2000        391
 64      K'     80      0    2849     2000        634
 65      K'    140   -130    2859     2000       1307
 66      K'    325    -70    3114     2000       3503
 67      K'    150   -100    3164     2000       2526
 68      N'    295      0    3459     2000       2270
 69      K'     60      0    3519     2000       2584
 70      K'    140   -310    3349     2000       1328
 71      K'    130   -150    3329     2000        805
 72      K'    150   -175    3304     2000       1248
 73      N'    280   -275    3309     2000        299
 74      N'    295      0    3604     2000        808
 75      K'    380   -210    3774     2000        956
 76      K'    360   -260    3874     2000       1262
 77      K'     60      0    3934     2000        584
 78      N'    265   -440    3759     2000       4040
 79      N'    285   -575    3469     2000        568
 80      K'    150   -150    3469     2000        862
 81      K'    340   -155    3654     2000        747
 82      K'    130   -120    3664     2000        989
 83      K'    120   -100    3684     2000       1200
 84      K'    325   -350    3659     2000        627
 85      K'    340   -200    3799     2000        575
 86      K'    410    -75    4134     2000        744
 87      K'    150    -75    4209     2000        565
 88      K'    130   -150    4189     2000        727
 89      K'     70   -320    3939     2000        324
 90      K'    160   -125    3974     2000       3600
 91      K'    215   -200    3989     2000        713
 92      K'    170   -150    4009     2000       1186
 93      K'    130   -105    4034     2000       2790
 94      N'    250      0    4284     2000        656
 95      N'    280   -516    4048     2000       7503
 96      N'    280      0    4328     2000        453
 97      N'    310   -305    4333     2000      11063
 98      N'    108      0    4441     2000        586
 99      N'    295   -250    4486     2000       1170
 100      N'     82   -325    4243     2000       1250
