Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      Q'    600      0    2600     2000      250042
  2      R'    150      0    2750     2000        453
  3      S'    150      0    2900     2000        427
  4      T'    600      0    3500     2000        333
  5      R'    480   -750    3230     2000        778
  6      S'    180      0    3410     2000      12362
  7      S'    660      0    4070     2000        983
  8      S'    720      0    4790     2000       4254
  9      S'    540      0    5330     2000        235
 10      S'    150  -2355    3125     2000        876
 11      S'    540      0    3665     2000        388
 12      Q'    180   -550    3295     2000        355
 13      Q'    120      0    3415     2000        450
 14      Q'    720   -650    3485     2000        352
 15      Q'    165      0    3650     2000      12862
 16      Q'    600      0    4250     2000        396
 17      Q'    120   -530    3840     2000      21803
 18      T'    480      0    4320     2000       3265
 19      Q'    180      0    4500     2000      14484
 20      Q'    165   -800    3865     2000        850
 21      Q'    480   -550    3795     2000        337
 22      Q'    165      0    3960     2000      13937
 23      Q'    600   -450    4110     2000       1320
 24      Q'    135      0    4245     2000        594
 25      Q'    150   -500    3895     2000        360
 26      Q'    720   -600    4015     2000      16826
 27      Q'    165      0    4180     2000       2315
 28      Q'    135   -450    3865     2000        962
 29      Q'    540   -550    3855     2000      12230
 30      Q'    600   -545    3910     2000      11859
 31      Q'    150      0    4060     2000       2259
 32      Q'    180   -550    3690     2000        929
 33      Q'    660   -450    3900     2000        506
 34      Q'    165      0    4065     2000      16292
 35      Q'    780   -400    4445     2000       1212
 36      Q'    150      0    4595     2000      17381
 37      Q'    660   -650    4605     2000        379
 38      Q'    195   -470    4330     2000        421
 39      Q'    720   -725    4325     2000        468
 40      Q'    210   -375    4160     2000       1223
 41      Q'    180      0    4340     2000        360
 42      Q'    195   -600    3935     2000        301
 43      Q'    840   -450    4325     2000       3796
 44      Q'    210   -245    4290     2000      16287
 45      Q'    195   -475    4010     2000        350
 46      Q'    165      0    4175     2000       5849
 47      Q'    900   -650    4425     2000        595
 48      Q'    210   -650    3985     2000        293
 49      Q'    900   -745    4140     2000        303
 50      Q'    225   -570    3795     2000       1151
 51      Q'    840      0    4635     2000        353
 52      Q'    210   -550    4295     2000       2490
 53      Q'    195   -650    3840     2000       4053
 54      Q'    780   -245    4375     2000        450
 55      Q'    210   -460    4125     2000       9266
 56      Q'    840   -385    4580     2000        329
 57      Q'    240   -450    4370     2000        937
 58      Q'    225   -550    4045     2000        314
 59      Q'    960   -450    4555     2000        338
 60      Q'    780   -570    4765     2000       2547
 61      Q'    180      0    4945     2000        291
 62      Q'    225   -450    4720     2000       1079
 63      Q'    210   -550    4380     2000       3322
 64      Q'    840   -245    4975     2000        107
 65      Q'    225   -460    4740     2000        856
 66      Q'    900   -380    5260     2000        317
 67      Q'   1020   -450    5830     2000        741
 68      Q'    240   -650    5420     2000        970
 69      Q'   1020   -550    5890     2000        425
 70      Q'    255   -575    5570     2000       1032
 71      Q'    195   -495    5270     2000       5447
 72      S'    720      0    5990     2000        552
 73      T'    120      0    6110     2000       1490
 74      T'    135      0    6245     2000      16309
 75      T'    540      0    6785     2000        772
 76      T'    150  -1495    5440     2000        783
 77      T'    540      0    5980     2000        417
 78      S'    660      0    6640     2000       1019
 79      S'    135  -2350    4425     2000       2247
 80      S'    660      0    5085     2000        419
 81      S'    195      0    5280     2000        806
 82      S'    135      0    5415     2000       1618
 83      R'    120      0    5535     2000      14040
 84      R'    720   -950    5305     2000       1040
 85      R'    165      0    5470     2000       1322
 86      R'    600      0    6070     2000       2676
 87      S'    150      0    6220     2000        449
 88      S'    180  -2600    3800     2000        863
 89      S'    780      0    4580     2000        150
 90      S'    660      0    5240     2000        623
 91      R'    120   -950    4410     2000       1435
 92      R'    720      0    5130     2000        447
 93      S'    540      0    5670     2000       1391
 94      S'    600      0    6270     2000        756
 95      S'    720  -2320    4670     2000       2273
 96      S'    720      0    5390     2000        429
 97      S'    210      0    5600     2000      10543
 98      S'    840      0    6440     2000        598
 99      S'    165      0    6605     2000        805
 100      S'    600  -2700    4505     2000       1294
