Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      Q'    600      0    2600     2000      343776
  2      R'    150      0    2750     2000        337
  3      S'    150      0    2900     2000        545
  4      T'    600      0    3500     2000        769
  5      Q'    180   -550    3130     2000        511
  6      R'    480   -750    2860     2000        681
  7      S'    180      0    3040     2000        565
  8      S'    660      0    3700     2000        600
  9      S'    720      0    4420     2000        413
 10      S'    540      0    4960     2000        706
 11      S'    150  -2355    2755     2000        737
 12      S'    540      0    3295     2000        559
 13      T'    480      0    3775     2000        454
 14      T'    120      0    3895     2000        739
 15      Q'    120      0    4015     2000        322
 16      R'    120      0    4135     2000        308
 17      S'    720      0    4855     2000        708
 18      T'    135      0    4990     2000        309
 19      Q'    720   -650    5060     2000        306
 20      R'    720   -950    4830     2000        578
 21      Q'    165      0    4995     2000        325
 22      R'    165      0    5160     2000        500
 23      S'    660      0    5820     2000        611
 24      T'    540      0    6360     2000        519
 25      Q'    600      0    6960     2000        879
 26      R'    600      0    7560     2000        494
 27      S'    135  -2350    5345     2000        599
 28      T'    150  -1495    4000     2000        577
 29      T'    540      0    4540     2000        446
 30      S'    660      0    5200     2000        297
 31      R'    120   -950    4370     2000        309
 32      Q'    120   -530    3960     2000        312
 33      Q'    180      0    4140     2000        402
 34      Q'    165   -800    3505     2000        388
 35      Q'    480   -550    3435     2000        617
 36      R'    720      0    4155     2000        412
 37      S'    195      0    4350     2000        324
 38      T'    180      0    4530     2000        748
 39      Q'    165      0    4695     2000        461
 40      R'    660   -825    4530     2000        681
 41      R'    480   -990    4020     2000        349
 42      R'    165      0    4185     2000        548
 43      S'    135      0    4320     2000        282
 44      T'    165      0    4485     2000        304
 45      Q'    600   -450    4635     2000        447
 46      R'    600   -600    4635     2000        331
 47      R'    135      0    4770     2000        322
 48      S'    150      0    4920     2000        496
 49      T'    135  -1300    3755     2000        316
 50      T'    660      0    4415     2000        828
 51      Q'    135      0    4550     2000        384
 52      R'    780   -650    4680     2000        334
 53      S'    180  -2600    2260     2000         18
 54      S'    780      0    3040     2000        407
 55      R'    180   -945    2275     2000        314
 56      S'    660      0    2935     2000        360
 57      T'    195      0    3130     2000        384
 58      Q'    150   -500    2780     2000       3924
 59      R'    780      0    3560     2000        473
 60      R'    135   -650    3045     2000        312
 61      R'    540   -600    2985     2000       7107
 62      R'    600  -1490    2095     2000       1593
 63      R'    720      0    2815     2000        359
 64      S'    540      0    3355     2000        290
 65      T'    540      0    3895     2000        434
 66      Q'    720   -600    4015     2000        285
 67      R'    720   -600    4135     2000       1819
 68      T'    150      0    4285     2000       1178
 69      Q'    165      0    4450     2000      13632
 70      R'    210   -625    4035     2000        649
 71      S'    600      0    4635     2000       5537
 72      Q'    135   -450    4320     2000        296
 73      R'    165      0    4485     2000       6654
 74      S'    720  -2320    2885     2000        318
 75      S'    720      0    3605     2000       5934
 76      T'    720  -1600    2725     2000      12723
 77      T'    165      0    2890     2000        323
 78      Q'    540   -550    2880     2000       5446
 79      R'    780   -705    2955     2000       3398
 80      S'    210      0    3165     2000        433
 81      Q'    600   -545    3220     2000       6541
 82      R'    600      0    3820     2000       4138
 83      S'    840      0    4660     2000        317
 84      T'    660      0    5320     2000        640
 85      Q'    150      0    5470     2000       2227
 86      R'    660   -655    5475     2000        250
 87      Q'    180   -550    5105     2000        260
 88      T'    195      0    5300     2000       5278
 89      S'    165      0    5465     2000        577
 90      R'    195   -555    5105     2000        559
 91      Q'    660   -450    5315     2000       5841
 92      R'    720   -600    5435     2000        598
 93      R'    210  -1530    4115     2000      11300
 94      S'    600  -2700    2015     2000        378
 95      S'    180      0    2195     2000        318
 96      S'    720      0    2915     2000      13258
 97      S'    720      0    3635     2000        626
 98      R'    660      0    4295     2000        448
 99      T'    180      0    4475     2000        413
 100      T'    150  -1750    2875     2000      11995
