Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      C'     50      0    2050     2000      237654
  2      C'     60      0    2110     2000       3542
  3      C'     40    -50    2100     2000        629
  4      C'     55      0    2155     2000        583
  5      D'     50      0    2205     2000        459
  6      C'     55    -50    2210     2000        620
  7      C'     45      0    2255     2000        780
  8      A'    100      0    2355     2000        498
  9      C'     50    -50    2355     2000        445
 10      D'     40      0    2395     2000        824
 11      A'    120      0    2515     2000        842
 12      A'     80   -150    2445     2000        920
 13      A'     90      0    2535     2000        444
 14      C'     45      0    2580     2000        668
 15      A'    110   -300    2390     2000        682
 16      B'    100      0    2490     2000        422
 17      D'     45      0    2535     2000        621
 18      A'    100      0    2635     2000        511
 19      C'     60    -50    2645     2000       4088
 20      B'     80      0    2725     2000        401
 21      A'     80   -200    2605     2000        660
 22      D'     45      0    2650     2000        417
 23      C'     40    -50    2640     2000        537
 24      A'    120      0    2760     2000        528
 25      B'    110      0    2870     2000        404
 26      D'     55      0    2925     2000        652
 27      C'     55      0    2980     2000        390
 28      A'    110   -250    2840     2000        561
 29      A'     90   -350    2580     2000        350
 30      B'    120      0    2700     2000        592
 31      D'     60      0    2760     2000        866
 32      A'    110      0    2870     2000        362
 33      C'     55    -25    2900     2000        574
 34      B'     90      0    2990     2000        425
 35      D'     40      0    3030     2000        532
 36      A'    130   -350    2810     2000        804
 37      A'     90      0    2900     2000        311
 38      C'     65    -75    2890     2000        673
 39      B'    100      0    2990     2000        474
 40      A'    100   -250    2840     2000        574
 41      A'    120   -200    2760     2000        406
 42      C'     45      0    2805     2000        615
 43      B'     90      0    2895     2000        471
 44      D'     55      0    2950     2000        540
 45      C'     70    -25    2995     2000        316
 46      A'    110      0    3105     2000       1445
 47      D'     50      0    3155     2000        500
 48      B'    120      0    3275     2000       2821
 49      D'     60   -250    3085     2000        765
 50      A'     90   -300    2875     2000        484
 51      B'    110  -1250    1735     2000        303
 52      C'     40      0    1775     2000        396
 53      C'     50    -25    1800     2000        337
 54      C'     60    -75    1785     2000        233
 55      A'    130   -150    1765     2000        377
 56      B'     80      0    1845     2000        495
 57      D'     55      0    1900     2000        324
 58      B'    110      0    2010     2000        231
 59      D'     40      0    2050     2000        310
 60      C'     70      0    2120     2000        351
 61      A'    120   -250    1990     2000        480
 62      B'    100      0    2090     2000        356
 63      C'     40    -50    2080     2000        451
 64      A'    100      0    2180     2000        228
 65      D'     60      0    2240     2000        495
 66      B'     90      0    2330     2000        576
 67      C'     60      0    2390     2000        794
 68      D'     40      0    2430     2000        471
 69      B'    130  -1500    1060     2000        556
 70      B'    120      0    1180     2000        565
 71      B'    130      0    1310     2000        622
 72      A'    120   -250    1180     2000        304
 73      A'    140   -300    1020     2000        363
 74      A'    110      0    1130     2000        349
 75      A'    110   -350     890     2000        463
 76      A'    100      0     990     2000        316
 77      D'     45      0    1035     2000        638
 78      C'     65    -25    1075     2000        431
 79      B'    110      0    1185     2000        423
 80      C'     55      0    1240     2000        365
 81      C'     80    -50    1270     2000        413
 82      C'     40    -25    1285     2000        366
 83      C'     60    -50    1295     2000        478
 84      C'     55      0    1350     2000        277
 85      C'     65    -25    1390     2000        328
 86      C'     40    -75    1355     2000        292
 87      C'     80    -50    1385     2000        512
 88      C'     65    -25    1425     2000        349
 89      C'     75      0    1500     2000        449
 90      C'     55    -25    1530     2000        760
 91      C'     60    -25    1565     2000        264
 92      C'     70    -25    1610     2000        375
 93      C'     65      0    1675     2000        343
 94      C'     55    -75    1655     2000       1022
 95      C'     75    -25    1705     2000        326
 96      C'     45    -50    1700     2000        306
 97      C'     85    -75    1710     2000        286
 98      C'     70    -25    1755     2000        471
 99      C'     80      0    1835     2000        505
 100      C'     60    -25    1870     2000        525
