Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      S'    150      0    2150     2000      59397
  2      T'    600      0    2750     2000        545
  3      R'    150      0    2900     2000        620
  4      Q'    600      0    3500     2000        556
  5      R'    480   -750    3230     2000        596
  6      S'    180      0    3410     2000        921
  7      S'    660      0    4070     2000       2179
  8      S'    720      0    4790     2000       3519
  9      R'    120      0    4910     2000        795
 10      T'    480      0    5390     2000       1251
 11      S'    540      0    5930     2000       1739
 12      Q'    180   -550    5560     2000        699
 13      S'    150  -2355    3355     2000        772
 14      T'    120      0    3475     2000        886
 15      R'    720   -950    3245     2000        412
 16      T'    135      0    3380     2000        644
 17      Q'    120      0    3500     2000       1350
 18      S'    540      0    4040     2000        588
 19      T'    540      0    4580     2000       1431
 20      T'    150  -1495    3235     2000       5111
 21      R'    165      0    3400     2000       4778
 22      R'    600      0    4000     2000       9704
 23      T'    540      0    4540     2000       1012
 24      S'    720      0    5260     2000       1552
 25      Q'    720   -650    5330     2000        529
 26      Q'    165      0    5495     2000       1538
 27      T'    180      0    5675     2000       1788
 28      S'    660      0    6335     2000       1014
 29      T'    165      0    6500     2000       1382
 30      R'    120   -950    5670     2000       1984
 31      Q'    600      0    6270     2000        569
 32      S'    135  -2350    4055     2000        487
 33      T'    135  -1300    2890     2000       1100
 34      Q'    120   -530    2480     2000       2658
 35      S'    660      0    3140     2000       1350
 36      R'    720      0    3860     2000        805
 37      S'    195      0    4055     2000        754
 38      T'    660      0    4715     2000       3531
 39      Q'    180      0    4895     2000       1879
 40      Q'    165   -800    4260     2000       1695
 41      Q'    480   -550    4190     2000       3103
 42      T'    195      0    4385     2000       1835
 43      R'    660   -825    4220     2000       6943
 44      S'    135      0    4355     2000        523
 45      T'    540      0    4895     2000       1081
 46      Q'    165      0    5060     2000       4302
 47      R'    480   -990    4550     2000       4447
 48      T'    150      0    4700     2000        961
 49      S'    150      0    4850     2000        704
 50      R'    165      0    5015     2000       1611
 51      T'    720  -1600    4135     2000        855
 52      T'    165      0    4300     2000       7629
 53      T'    660      0    4960     2000       2191
 54      Q'    600   -450    5110     2000       3142
 55      S'    180  -2600    2690     2000       8262
 56      R'    600   -600    2690     2000       1375
 57      S'    780      0    3470     2000        362
 58      S'    660      0    4130     2000        904
 59      S'    540      0    4670     2000       1176
 60      S'    600      0    5270     2000       1611
 61      T'    195      0    5465     2000        753
 62      R'    135      0    5600     2000       5508
 63      S'    720  -2320    4000     2000       1001
 64      Q'    135      0    4135     2000       2864
 65      S'    720      0    4855     2000       1297
 66      S'    210      0    5065     2000       6964
 67      T'    180      0    5245     2000       1573
 68      S'    840      0    6085     2000        812
 69      Q'    150   -500    5735     2000       5630
 70      S'    165      0    5900     2000       4853
 71      R'    780   -650    6030     2000       1097
 72      S'    600  -2700    3930     2000       3289
 73      S'    180      0    4110     2000       4600
 74      S'    720      0    4830     2000        902
 75      S'    720      0    5550     2000       1981
 76      T'    150  -1750    3950     2000        314
 77      Q'    720   -600    4070     2000        705
 78      R'    180   -945    3305     2000       5456
 79      R'    780      0    4085     2000        570
 80      T'    180      0    4265     2000       1160
 81      S'    840  -2825    2280     2000       7519
 82      S'    180      0    2460     2000       5573
 83      Q'    165      0    2625     2000       1486
 84      S'    780      0    3405     2000       5898
 85      S'    180      0    3585     2000       3767
 86      S'    210      0    3795     2000       2827
 87      T'    660      0    4455     2000       2104
 88      S'    660      0    5115     2000       2123
 89      S'    780  -2985    2910     2000       9637
 90      R'    135   -650    2395     2000        597
 91      Q'    135   -450    2080     2000        945
 92      S'    225      0    2305     2000       1184
 93      S'    660      0    2965     2000       7000
 94      S'    900      0    3865     2000      10913
 95      T'    840      0    4705     2000        957
 96      Q'    540   -550    4695     2000       1685
 97      R'    540   -600    4635     2000       1991
 98      S'    225  -2875    1985     2000       4900
 99      S'    840      0    2825     2000       2007
 100      T'    165      0    2990     2000        314
