Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      Q'    600      0    2600     2000      144336
  2      Q'    180   -550    2230     2000        294
  3      Q'    120      0    2350     2000        565
  4      Q'    720   -650    2420     2000        280
  5      Q'    165      0    2585     2000        376
  6      Q'    600      0    3185     2000        342
  7      Q'    120   -530    2775     2000        328
  8      Q'    180      0    2955     2000       1211
  9      Q'    165   -800    2320     2000        335
 10      Q'    480   -550    2250     2000      13307
 11      Q'    165      0    2415     2000        540
 12      Q'    600   -450    2565     2000        366
 13      Q'    135      0    2700     2000      14556
 14      R'    150      0    2850     2000       1667
 15      S'    150      0    3000     2000        406
 16      Q'    150   -500    2650     2000        836
 17      Q'    720   -600    2770     2000       1061
 18      Q'    165      0    2935     2000      13473
 19      Q'    135   -450    2620     2000        561
 20      R'    480   -750    2350     2000       6843
 21      R'    120      0    2470     2000        397
 22      R'    720   -950    2240     2000      17042
 23      S'    180      0    2420     2000        408
 24      S'    660      0    3080     2000        402
 25      S'    720      0    3800     2000        313
 26      Q'    540   -550    3790     2000        348
 27      Q'    600   -545    3845     2000        594
 28      Q'    150      0    3995     2000      25133
 29      T'    600      0    4595     2000        711
 30      Q'    180   -550    4225     2000        409
 31      Q'    660   -450    4435     2000        837
 32      Q'    165      0    4600     2000       1191
 33      R'    165      0    4765     2000      16513
 34      S'    540      0    5305     2000       1487
 35      T'    480      0    5785     2000       1242
 36      S'    150  -2355    3580     2000       4715
 37      S'    540      0    4120     2000        422
 38      Q'    780   -400    4500     2000      27670
 39      R'    600      0    5100     2000      22215
 40      T'    120      0    5220     2000       3141
 41      S'    720      0    5940     2000      17742
 42      Q'    150      0    6090     2000      32294
 43      Q'    660   -650    6100     2000       1539
 44      Q'    195   -470    5825     2000      23025
 45      Q'    720   -725    5820     2000      15756
 46      Q'    210   -375    5655     2000      42732
 47      Q'    180      0    5835     2000        752
 48      R'    120   -950    5005     2000       2082
 49      R'    720      0    5725     2000        368
 50      Q'    195   -600    5320     2000       3095
 51      Q'    840   -450    5710     2000        330
 52      R'    660   -825    5545     2000       3178
 53      S'    660      0    6205     2000      41022
 54      T'    135      0    6340     2000       1183
 55      Q'    210   -245    6305     2000       1537
 56      R'    480   -990    5795     2000       1150
 57      R'    165      0    5960     2000        897
 58      S'    135  -2350    3745     2000      17502
 59      S'    660      0    4405     2000        364
 60      S'    195      0    4600     2000        413
 61      T'    540      0    5140     2000        367
 62      T'    150  -1495    3795     2000      18401
 63      R'    600   -600    3795     2000        481
 64      R'    135      0    3930     2000        864
 65      S'    135      0    4065     2000        351
 66      T'    540      0    4605     2000      11865
 67      Q'    195   -475    4325     2000       1148
 68      Q'    165      0    4490     2000       1211
 69      Q'    900   -650    4740     2000        343
 70      S'    150      0    4890     2000      31391
 71      R'    780   -650    5020     2000        524
 72      T'    180      0    5200     2000       1051
 73      T'    165      0    5365     2000       3341
 74      T'    135  -1300    4200     2000        966
 75      R'    180   -945    3435     2000        363
 76      T'    660      0    4095     2000        671
 77      T'    195      0    4290     2000      14354
 78      R'    780      0    5070     2000        567
 79      T'    540      0    5610     2000       1666
 80      T'    150      0    5760     2000       3132
 81      T'    720  -1600    4880     2000      11629
 82      T'    165      0    5045     2000        629
 83      R'    135   -650    4530     2000        500
 84      R'    540   -600    4470     2000        430
 85      R'    600  -1490    3580     2000        329
 86      R'    720      0    4300     2000        324
 87      S'    180  -2600    1880     2000       4287
 88      T'    660      0    2540     2000        419
 89      Q'    210   -650    2100     2000        430
 90      R'    720   -600    2220     2000        589
 91      Q'    900   -745    2375     2000       3086
 92      S'    780      0    3155     2000       2073
 93      T'    195      0    3350     2000        496
 94      R'    210   -625    2935     2000        618
 95      S'    660      0    3595     2000        372
 96      S'    540      0    4135     2000       1981
 97      S'    600      0    4735     2000      11287
 98      T'    180      0    4915     2000       8391
 99      S'    720  -2320    3315     2000       5972
 100      S'    720      0    4035     2000        363
