Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      B'    100      0    2100     2000      362152
  2      D'     50      0    2150     2000        740
  3      C'     50      0    2200     2000        473
  4      A'    100      0    2300     2000       1242
  5      C'     60      0    2360     2000        521
  6      A'    120      0    2480     2000       1410
  7      C'     40    -50    2470     2000       1131
  8      A'     80   -150    2400     2000        547
  9      B'     80      0    2480     2000       1007
 10      C'     55      0    2535     2000        582
 11      C'     55    -50    2540     2000        652
 12      B'    110      0    2650     2000        456
 13      B'    120      0    2770     2000        932
 14      C'     45      0    2815     2000       1033
 15      C'     50    -50    2815     2000       1188
 16      C'     45      0    2860     2000        575
 17      B'     90      0    2950     2000        554
 18      B'    100      0    3050     2000        800
 19      C'     60    -50    3060     2000        640
 20      B'     90      0    3150     2000        458
 21      B'    120      0    3270     2000        558
 22      C'     40    -50    3260     2000        478
 23      B'    110  -1250    2120     2000        904
 24      C'     55      0    2175     2000        783
 25      C'     55    -25    2205     2000        587
 26      D'     40      0    2245     2000        817
 27      D'     45      0    2290     2000        723
 28      C'     65    -75    2280     2000        424
 29      C'     45      0    2325     2000        727
 30      D'     45      0    2370     2000        557
 31      D'     55      0    2425     2000       1763
 32      D'     60      0    2485     2000        922
 33      C'     70    -25    2530     2000        553
 34      C'     40      0    2570     2000        631
 35      D'     40      0    2610     2000        658
 36      C'     50    -25    2635     2000        471
 37      C'     60    -75    2620     2000        517
 38      D'     55      0    2675     2000        755
 39      D'     50      0    2725     2000        762
 40      D'     60   -250    2535     2000        886
 41      C'     70      0    2605     2000        535
 42      C'     40    -50    2595     2000        877
 43      A'     90      0    2685     2000        455
 44      C'     60      0    2745     2000        826
 45      C'     65    -25    2785     2000       2031
 46      C'     55      0    2840     2000       1474
 47      C'     80    -50    2870     2000       4625
 48      C'     40    -25    2885     2000       1242
 49      C'     60    -50    2895     2000       1599
 50      C'     55      0    2950     2000        650
 51      C'     65    -25    2990     2000        746
 52      C'     40    -75    2955     2000        538
 53      C'     80    -50    2985     2000        762
 54      C'     65    -25    3025     2000        725
 55      C'     75      0    3100     2000        950
 56      C'     55    -25    3130     2000        608
 57      C'     60    -25    3165     2000        857
 58      C'     70    -25    3210     2000        766
 59      C'     65      0    3275     2000       1253
 60      C'     55    -75    3255     2000        845
 61      C'     75    -25    3305     2000        899
 62      C'     45    -50    3300     2000        658
 63      C'     85    -75    3310     2000        585
 64      C'     70    -25    3355     2000        675
 65      C'     80      0    3435     2000        759
 66      C'     60    -25    3470     2000       2017
 67      C'     65    -25    3510     2000        854
 68      C'     75    -25    3560     2000       1035
 69      C'     70    -25    3605     2000       1847
 70      C'     60    -75    3590     2000       1551
 71      C'     80    -25    3645     2000        555
 72      C'     50    -50    3645     2000       1571
 73      C'     90    -75    3660     2000       1730
 74      C'     75    -25    3710     2000        499
 75      C'     85    -25    3770     2000        958
 76      C'     65    -25    3810     2000        907
 77      C'     70    -25    3855     2000       1977
 78      C'     80    -25    3910     2000        813
 79      C'     75    -25    3960     2000        957
 80      C'     65    -75    3950     2000       1126
 81      C'     85    -25    4010     2000        723
 82      C'     55    -50    4015     2000       1514
 83      C'     95    -75    4035     2000        391
 84      A'    110   -300    3845     2000       1317
 85      A'    100      0    3945     2000       1078
 86      D'     55      0    4000     2000       2168
 87      A'     80   -200    3880     2000        885
 88      A'    120      0    4000     2000       1656
 89      A'    110   -250    3860     2000       1341
 90      A'     90   -350    3600     2000        735
 91      D'     40      0    3640     2000        889
 92      A'    110      0    3750     2000        717
 93      A'    130   -350    3530     2000       1945
 94      A'     90      0    3620     2000        724
 95      A'    100   -250    3470     2000        692
 96      A'    120   -200    3390     2000        846
 97      A'    110      0    3500     2000       1166
 98      A'     90   -300    3290     2000       6255
 99      D'     60      0    3350     2000        551
 100      A'    130   -150    3330     2000       5526
