Gambling Task V.2.0  c2002                    

By:                                           

Antoine Bechara                               
Department of Neurology                       
University of Iowa                            

Based on the Gambling Task as published in:   

Bechara, A., Damasio, A. R., Damasio, H., &   
Anderson, S. W. (1994). Insensitivity to      
future consequences following damage to human 
prefrontal cortex. Cognition, 50, 7-15.       

Bechara, A., Tranel, D., & Damasio, H. (2000).
Characterization of the decision-making       
impairment of patients with bilateral lesions 
of the ventromedial prefrontal cortex.        
Brain, 123, 2189-2202.                        

Trial   Deck   Win   Lose   Score    Borrow    Time(ms)
  1      C'     50      0    2050     2000      297000
  2      B'    100      0    2150     2000        552
  3      A'    100      0    2250     2000        352
  4      D'     50      0    2300     2000        946
  5      C'     60      0    2360     2000       1354
  6      D'     40      0    2400     2000       4985
  7      B'     80      0    2480     2000        339
  8      A'    120      0    2600     2000       1452
  9      C'     40    -50    2590     2000        142
 10      D'     45      0    2635     2000        642
 11      D'     45      0    2680     2000        526
 12      C'     55      0    2735     2000        753
 13      D'     55      0    2790     2000       2421
 14      C'     55    -50    2795     2000        672
 15      A'     80   -150    2725     2000        459
 16      A'     90      0    2815     2000        281
 17      B'    110      0    2925     2000        309
 18      C'     45      0    2970     2000        332
 19      C'     50    -50    2970     2000       1997
 20      D'     60      0    3030     2000        434
 21      D'     40      0    3070     2000        446
 22      B'    120      0    3190     2000       1531
 23      D'     55      0    3245     2000        633
 24      C'     45      0    3290     2000       1733
 25      D'     50      0    3340     2000        512
 26      D'     60   -250    3150     2000       1653
 27      D'     55      0    3205     2000       1099
 28      D'     40      0    3245     2000       2565
 29      D'     60      0    3305     2000       1209
 30      C'     60    -50    3315     2000       2397
 31      C'     40    -50    3305     2000        517
 32      A'    110   -300    3115     2000       3529
 33      A'    100      0    3215     2000        349
 34      B'     90      0    3305     2000        292
 35      D'     40      0    3345     2000        782
 36      D'     45      0    3390     2000        359
 37      C'     55      0    3445     2000        866
 38      C'     55    -25    3475     2000        283
 39      C'     65    -75    3465     2000        283
 40      C'     45      0    3510     2000        349
 41      C'     70    -25    3555     2000        310
 42      C'     40      0    3595     2000        305
 43      C'     50    -25    3620     2000        295
 44      C'     60    -75    3605     2000        563
 45      C'     70      0    3675     2000        320
 46      B'    100      0    3775     2000       2339
 47      B'     90      0    3865     2000       1472
 48      D'     55      0    3920     2000        643
 49      A'     80   -200    3800     2000       3046
 50      A'    120      0    3920     2000        299
 51      C'     40    -50    3910     2000        311
 52      C'     60      0    3970     2000        281
 53      C'     65    -25    4010     2000       1239
 54      B'    120      0    4130     2000       4247
 55      C'     55      0    4185     2000        529
 56      C'     80    -50    4215     2000       1024
 57      C'     40    -25    4230     2000        343
 58      D'     65      0    4295     2000        727
 59      C'     60    -50    4305     2000       1482
 60      A'    110   -250    4165     2000        451
 61      A'     90   -350    3905     2000        285
 62      A'    110      0    4015     2000        289
 63      A'    130   -350    3795     2000        271
 64      A'     90      0    3885     2000        299
 65      B'    110  -1250    2745     2000        296
 66      B'     80      0    2825     2000       1756
 67      A'    100   -250    2675     2000        338
 68      B'    110      0    2785     2000       2435
 69      C'     55      0    2840     2000       1043
 70      C'     65    -25    2880     2000        349
 71      B'    100      0    2980     2000        258
 72      C'     40    -75    2945     2000       1495
 73      C'     80    -50    2975     2000        240
 74      C'     65    -25    3015     2000        911
 75      C'     75      0    3090     2000        333
 76      C'     55    -25    3120     2000        708
 77      C'     60    -25    3155     2000        332
 78      C'     70    -25    3200     2000        521
 79      C'     65      0    3265     2000        251
 80      C'     55    -75    3245     2000       1464
 81      C'     75    -25    3295     2000        248
 82      C'     45    -50    3290     2000        352
 83      C'     85    -75    3300     2000        309
 84      C'     70    -25    3345     2000        282
 85      C'     80      0    3425     2000        300
 86      C'     60    -25    3460     2000        300
 87      A'    120   -200    3380     2000        269
 88      A'    110      0    3490     2000        337
 89      B'     90      0    3580     2000        995
 90      C'     65    -25    3620     2000        296
 91      C'     75    -25    3670     2000        278
 92      C'     70    -25    3715     2000        292
 93      C'     60    -75    3700     2000        502
 94      A'     90   -300    3490     2000        425
 95      A'    130   -150    3470     2000        759
 96      A'    120   -250    3340     2000        279
 97      C'     80    -25    3395     2000        269
 98      C'     50    -50    3395     2000        286
 99      C'     90    -75    3410     2000        281
 100      C'     75    -25    3460     2000        408
